Period,Window,Horizon,Rank,Model,R2,MAE
2010_Euro_Debt_Crisis,60,5,2,ARIMA,0.881,0.0046
2010_Euro_Debt_Crisis,60,5,3,Mamba,0.8778,0.005
2010_Euro_Debt_Crisis,60,5,4,Bi-GRU,0.8774,0.0207
2010_Euro_Debt_Crisis,60,5,5,ARIMA,0.8761,0.0207
2010_Euro_Debt_Crisis,60,5,6,Bi-LSTM,0.8738,0.005
2010_Euro_Debt_Crisis,60,5,7,Bi-RNN,0.8737,0.0209
2010_Euro_Debt_Crisis,60,5,8,Ensemble,0.8721,0.0214
2010_Euro_Debt_Crisis,60,5,9,Mamba,0.8691,0.0217
2010_Euro_Debt_Crisis,60,5,10,Bi-LSTM,0.8655,0.022
2010_Euro_Debt_Crisis,60,5,11,Bi-GRU,0.826,0.0057
2010_Euro_Debt_Crisis,60,5,12,Ensemble,0.8153,0.0063
2010_Euro_Debt_Crisis,60,5,13,PatchTST,0.7981,0.0273
2010_Euro_Debt_Crisis,60,5,14,SNN,0.7414,0.007
2010_Euro_Debt_Crisis,60,5,15,SNN,0.7187,0.0326
2010_Euro_Debt_Crisis,60,5,16,PatchTST,-0.5849,0.0197
2010_Euro_Debt_Crisis,60,10,1,Bi-RNN,0.8295,0.0056
2010_Euro_Debt_Crisis,60,10,2,Mamba,0.8187,0.0058
2010_Euro_Debt_Crisis,60,10,3,Bi-GRU,0.8179,0.0059
2010_Euro_Debt_Crisis,60,10,4,ARIMA,0.8094,0.006
2010_Euro_Debt_Crisis,60,10,5,Bi-LSTM,0.8056,0.0061
2010_Euro_Debt_Crisis,60,10,6,Ensemble,0.7795,0.0068
2010_Euro_Debt_Crisis,60,10,7,Ensemble,0.7788,0.028
2010_Euro_Debt_Crisis,60,10,8,Bi-RNN,0.766,0.0287
2010_Euro_Debt_Crisis,60,10,9,ARIMA,0.758,0.0294
2010_Euro_Debt_Crisis,60,10,10,Bi-GRU,0.7452,0.0296
2010_Euro_Debt_Crisis,60,10,11,Mamba,0.7422,0.0304
2010_Euro_Debt_Crisis,60,10,12,Bi-LSTM,0.7186,0.0317
2010_Euro_Debt_Crisis,60,10,13,SNN,0.7011,0.0077
2010_Euro_Debt_Crisis,60,10,14,PatchTST,0.6848,0.0331
2010_Euro_Debt_Crisis,60,10,15,SNN,0.6214,0.0384
2010_Euro_Debt_Crisis,60,10,16,PatchTST,-0.568,0.0197
2010_Euro_Debt_Crisis,90,1,1,ARIMA,0.9754,0.0089
2010_Euro_Debt_Crisis,90,1,2,ARIMA,0.9745,0.002
2010_Euro_Debt_Crisis,90,1,3,Bi-GRU,0.9737,0.0093
2010_Euro_Debt_Crisis,90,1,4,Bi-RNN,0.9734,0.0094
2010_Euro_Debt_Crisis,90,1,5,Bi-GRU,0.9727,0.0022
2010_Euro_Debt_Crisis,90,1,6,Mamba,0.9726,0.0094
2010_Euro_Debt_Crisis,90,1,7,Bi-RNN,0.9713,0.0022
2010_Euro_Debt_Crisis,90,1,8,Bi-LSTM,0.9707,0.01
2010_Euro_Debt_Crisis,90,1,9,Mamba,0.9686,0.0023
2010_Euro_Debt_Crisis,90,1,10,Bi-LSTM,0.9654,0.0025
2010_Euro_Debt_Crisis,90,1,11,Ensemble,0.9531,0.0126
2010_Euro_Debt_Crisis,90,1,12,Ensemble,0.9149,0.0041
2010_Euro_Debt_Crisis,90,1,13,PatchTST,0.8142,0.0257
2010_Euro_Debt_Crisis,90,1,14,SNN,0.755,0.007
2010_Euro_Debt_Crisis,90,1,15,SNN,0.7285,0.0302
2010_Euro_Debt_Crisis,90,1,16,PatchTST,0.0957,0.0136
2010_Euro_Debt_Crisis,90,5,1,Bi-LSTM,0.8896,0.0046
2010_Euro_Debt_Crisis,90,5,2,Bi-RNN,0.8885,0.0046
2010_Euro_Debt_Crisis,90,5,3,ARIMA,0.8836,0.0045
2010_Euro_Debt_Crisis,90,5,4,Bi-RNN,0.8767,0.0206
2010_Euro_Debt_Crisis,90,5,5,Mamba,0.8762,0.0208
2010_Euro_Debt_Crisis,90,5,6,ARIMA,0.8761,0.0207
2010_Euro_Debt_Crisis,90,5,7,Bi-GRU,0.876,0.0208
2010_Euro_Debt_Crisis,90,5,8,Bi-GRU,0.8671,0.0049
2010_Euro_Debt_Crisis,90,5,9,Bi-LSTM,0.8654,0.0219
2010_Euro_Debt_Crisis,90,5,10,Ensemble,0.8635,0.0222
2010_Euro_Debt_Crisis,90,5,11,Mamba,0.8428,0.0054
2010_Euro_Debt_Crisis,90,5,12,PatchTST,0.7555,0.0293
2010_Euro_Debt_Crisis,90,5,13,Ensemble,0.7209,0.008
2010_Euro_Debt_Crisis,90,5,14,SNN,0.706,0.0077
2010_Euro_Debt_Crisis,90,5,15,SNN,0.6257,0.036
2010_Euro_Debt_Crisis,90,5,16,PatchTST,-3.7933,0.0346
2010_Euro_Debt_Crisis,90,10,1,Bi-GRU,0.8328,0.0057
2010_Euro_Debt_Crisis,90,10,2,Bi-RNN,0.8285,0.0057
2010_Euro_Debt_Crisis,90,10,3,ARIMA,0.8096,0.006
2010_Euro_Debt_Crisis,90,10,4,Mamba,0.8015,0.0058
2010_Euro_Debt_Crisis,90,10,5,Ensemble,0.7942,0.0064
2010_Euro_Debt_Crisis,90,10,6,Bi-LSTM,0.7919,0.006
2010_Euro_Debt_Crisis,90,10,7,Ensemble,0.7721,0.0283
2010_Euro_Debt_Crisis,90,10,8,Bi-RNN,0.7652,0.0287
2010_Euro_Debt_Crisis,90,10,9,Bi-GRU,0.7651,0.0291
2010_Euro_Debt_Crisis,90,10,10,Mamba,0.7622,0.0298
2010_Euro_Debt_Crisis,90,10,11,ARIMA,0.7585,0.0296
2010_Euro_Debt_Crisis,90,10,12,Bi-LSTM,0.7398,0.0309
2010_Euro_Debt_Crisis,90,10,13,SNN,0.5285,0.041
2010_Euro_Debt_Crisis,90,10,14,SNN,0.5205,0.0102
2010_Euro_Debt_Crisis,90,10,15,PatchTST,0.4364,0.0454
2010_Euro_Debt_Crisis,90,10,16,PatchTST,0.3807,0.0115
2010_Euro_Debt_Crisis,120,1,1,ARIMA,0.9759,0.0088
2010_Euro_Debt_Crisis,120,1,2,ARIMA,0.9747,0.002
2010_Euro_Debt_Crisis,120,1,3,Mamba,0.9733,0.0092
2010_Euro_Debt_Crisis,120,1,4,Bi-GRU,0.9727,0.0094
2010_Euro_Debt_Crisis,120,1,5,Bi-LSTM,0.9712,0.0098
2010_Euro_Debt_Crisis,120,1,6,Bi-RNN,0.9695,0.01
2010_Euro_Debt_Crisis,120,1,7,Mamba,0.9669,0.0024
2010_Euro_Debt_Crisis,120,1,8,Bi-RNN,0.9656,0.0025
2010_Euro_Debt_Crisis,120,1,9,Bi-LSTM,0.9603,0.0028
2010_Euro_Debt_Crisis,120,1,10,Ensemble,0.9515,0.0127
2010_Euro_Debt_Crisis,120,1,11,Bi-GRU,0.9448,0.0032
2010_Euro_Debt_Crisis,120,1,12,Ensemble,0.8688,0.0054
2010_Euro_Debt_Crisis,120,1,13,PatchTST,0.8324,0.0245
2010_Euro_Debt_Crisis,120,1,14,PatchTST,0.6163,0.0087
2010_Euro_Debt_Crisis,120,1,15,SNN,0.5865,0.0374
2010_Euro_Debt_Crisis,120,1,16,SNN,-0.6001,0.0187
2010_Euro_Debt_Crisis,120,5,1,Mamba,0.8829,0.0047
2010_Euro_Debt_Crisis,120,5,2,ARIMA,0.8826,0.0046
2010_Euro_Debt_Crisis,120,5,3,ARIMA,0.8803,0.0204
2010_Euro_Debt_Crisis,120,5,4,Bi-RNN,0.8772,0.0205
2010_Euro_Debt_Crisis,120,5,5,Bi-GRU,0.8762,0.0207
2010_Euro_Debt_Crisis,120,5,6,Bi-GRU,0.8759,0.005
2010_Euro_Debt_Crisis,120,5,7,Mamba,0.8747,0.0211
2010_Euro_Debt_Crisis,120,5,8,Bi-LSTM,0.8659,0.0219
2010_Euro_Debt_Crisis,120,5,9,Bi-LSTM,0.8653,0.0052
2010_Euro_Debt_Crisis,120,5,10,Ensemble,0.8559,0.0226
2010_Euro_Debt_Crisis,120,5,11,Bi-RNN,0.8277,0.0058
2010_Euro_Debt_Crisis,120,5,12,Ensemble,0.7643,0.0068
2010_Euro_Debt_Crisis,120,5,13,PatchTST,0.7217,0.0325
2010_Euro_Debt_Crisis,120,5,14,SNN,0.6564,0.0087
2010_Euro_Debt_Crisis,120,5,15,SNN,0.3301,0.0479
2010_Euro_Debt_Crisis,120,5,16,PatchTST,-1.2627,0.0211
2010_Euro_Debt_Crisis,120,10,1,Bi-RNN,0.8337,0.0055
2010_Euro_Debt_Crisis,120,10,2,Mamba,0.8185,0.0059
2010_Euro_Debt_Crisis,120,10,3,ARIMA,0.8078,0.0061
2010_Euro_Debt_Crisis,120,10,4,Bi-GRU,0.8029,0.0062
2010_Euro_Debt_Crisis,120,10,5,Bi-LSTM,0.7983,0.0061
2010_Euro_Debt_Crisis,120,10,6,ARIMA,0.7639,0.0294
2010_Euro_Debt_Crisis,120,10,7,Bi-RNN,0.7629,0.0289
2010_Euro_Debt_Crisis,120,10,8,Bi-GRU,0.7626,0.0294
2010_Euro_Debt_Crisis,120,10,9,Mamba,0.7504,0.0293
2010_Euro_Debt_Crisis,120,10,10,Ensemble,0.7409,0.0299
2010_Euro_Debt_Crisis,120,10,11,Ensemble,0.7189,0.0077
2010_Euro_Debt_Crisis,120,10,12,Bi-LSTM,0.7143,0.0324
2010_Euro_Debt_Crisis,120,10,13,SNN,0.583,0.0096
2010_Euro_Debt_Crisis,120,10,14,PatchTST,0.3579,0.0476
2010_Euro_Debt_Crisis,120,10,15,SNN,0.2263,0.0511
2010_Euro_Debt_Crisis,120,10,16,PatchTST,-1.9761,0.0247
2010_Euro_Debt_Crisis,252,1,1,ARIMA,0.977,0.0086
2010_Euro_Debt_Crisis,252,1,2,ARIMA,0.975,0.002
2010_Euro_Debt_Crisis,252,1,3,Bi-RNN,0.9726,0.0094
2010_Euro_Debt_Crisis,252,1,4,Mamba,0.9717,0.0095
2010_Euro_Debt_Crisis,252,1,5,Bi-GRU,0.9698,0.01
2010_Euro_Debt_Crisis,252,1,6,Bi-LSTM,0.9686,0.0103
2010_Euro_Debt_Crisis,252,1,7,Bi-GRU,0.9643,0.0027
2010_Euro_Debt_Crisis,252,1,8,Bi-LSTM,0.9622,0.0027
2010_Euro_Debt_Crisis,252,1,9,Mamba,0.9315,0.0035
2010_Euro_Debt_Crisis,252,1,10,Bi-RNN,0.9283,0.0037
2010_Euro_Debt_Crisis,252,1,11,Ensemble,0.883,0.0185
2010_Euro_Debt_Crisis,252,1,12,Ensemble,0.6592,0.0083
2010_Euro_Debt_Crisis,252,1,13,SNN,0.1742,0.0519
2010_Euro_Debt_Crisis,252,1,14,PatchTST,-0.0725,0.0626
2010_Euro_Debt_Crisis,252,1,15,SNN,-1.2682,0.0224
2010_Euro_Debt_Crisis,252,1,16,PatchTST,-2.3158,0.0254
2010_Euro_Debt_Crisis,252,5,1,ARIMA,0.8858,0.0045
2010_Euro_Debt_Crisis,252,5,2,ARIMA,0.882,0.0203
2010_Euro_Debt_Crisis,252,5,3,Bi-RNN,0.8804,0.0048
2010_Euro_Debt_Crisis,252,5,4,Mamba,0.8684,0.0049
2010_Euro_Debt_Crisis,252,5,5,Bi-RNN,0.8656,0.0216
2010_Euro_Debt_Crisis,252,5,6,Bi-GRU,0.8581,0.0224
2010_Euro_Debt_Crisis,252,5,7,Bi-LSTM,0.8385,0.0057
2010_Euro_Debt_Crisis,252,5,8,Bi-LSTM,0.8307,0.0249
2010_Euro_Debt_Crisis,252,5,9,Ensemble,0.8006,0.0249
2010_Euro_Debt_Crisis,252,5,10,Mamba,0.7974,0.0263
2010_Euro_Debt_Crisis,252,5,11,Ensemble,0.5435,0.0098
2010_Euro_Debt_Crisis,252,5,12,PatchTST,0.1746,0.052
2010_Euro_Debt_Crisis,252,5,13,SNN,0.0485,0.0555
2010_Euro_Debt_Crisis,252,5,14,SNN,-0.1066,0.0152
2010_Euro_Debt_Crisis,252,5,15,PatchTST,-0.8613,0.0194
2010_Euro_Debt_Crisis,252,5,16,Bi-GRU,-1.0793,0.0217
2010_Euro_Debt_Crisis,252,10,1,Bi-RNN,0.8326,0.0054
2010_Euro_Debt_Crisis,252,10,2,ARIMA,0.8122,0.006
2010_Euro_Debt_Crisis,252,10,3,Bi-LSTM,0.807,0.0061
2010_Euro_Debt_Crisis,252,10,4,Mamba,0.7891,0.0062
2010_Euro_Debt_Crisis,252,10,5,Bi-RNN,0.767,0.0287
2010_Euro_Debt_Crisis,252,10,6,ARIMA,0.7666,0.0291
2010_Euro_Debt_Crisis,252,10,7,Bi-GRU,0.7486,0.0304
2010_Euro_Debt_Crisis,252,10,8,Bi-LSTM,0.7432,0.0306
2010_Euro_Debt_Crisis,252,10,9,Mamba,0.7091,0.0326
2010_Euro_Debt_Crisis,252,10,10,Ensemble,0.6519,0.0336
2010_Euro_Debt_Crisis,252,10,11,Ensemble,0.4639,0.011
2010_Euro_Debt_Crisis,252,10,12,PatchTST,-0.3259,0.0701
2010_Euro_Debt_Crisis,252,10,13,SNN,-0.3544,0.0174
2010_Euro_Debt_Crisis,252,10,14,SNN,-0.6612,0.0729
2010_Euro_Debt_Crisis,252,10,15,Bi-GRU,-0.7144,0.0197
2010_Euro_Debt_Crisis,252,10,16,PatchTST,-1.7327,0.0243
2015_China_Crash,30,1,1,Bi-GRU,0.9775,0.0107
2015_China_Crash,30,1,2,Bi-LSTM,0.9773,0.0111
2015_China_Crash,30,1,3,Mamba,0.9769,0.0114
2015_China_Crash,30,1,4,Bi-RNN,0.9766,0.0114
2015_China_Crash,30,1,5,ARIMA,0.9739,0.0114
2015_China_Crash,30,1,6,Ensemble,0.9691,0.0126
2015_China_Crash,30,1,7,Mamba,0.907,0.0034
2015_China_Crash,30,1,8,ARIMA,0.9047,0.0035
2015_China_Crash,30,1,9,SNN,0.8972,0.0254
2015_China_Crash,30,1,10,PatchTST,0.8944,0.0241
2015_China_Crash,30,1,11,Bi-LSTM,0.8455,0.0042
2015_China_Crash,30,1,12,Bi-RNN,0.8367,0.0044
2015_China_Crash,30,1,13,Bi-GRU,0.808,0.0046
2015_China_Crash,30,1,14,SNN,0.777,0.0052
2015_China_Crash,30,1,15,Ensemble,0.771,0.0062
2015_China_Crash,30,1,16,PatchTST,-3.4323,0.0286
2015_China_Crash,30,5,1,Bi-GRU,0.8971,0.0228
2015_China_Crash,30,5,2,Bi-LSTM,0.8916,0.0234
2015_China_Crash,30,5,3,Bi-RNN,0.8905,0.0233
2015_China_Crash,30,5,4,Ensemble,0.8745,0.025
2015_China_Crash,30,5,5,ARIMA,0.8724,0.0256
2015_China_Crash,30,5,6,Mamba,0.8645,0.0257
2015_China_Crash,30,5,7,PatchTST,0.7875,0.0329
2015_China_Crash,30,5,8,SNN,0.7788,0.0339
2015_China_Crash,30,5,9,Bi-RNN,0.5997,0.0069
2015_China_Crash,30,5,10,Bi-LSTM,0.5682,0.007
2015_China_Crash,30,5,11,Mamba,0.5673,0.0071
2015_China_Crash,30,5,12,Bi-GRU,0.5615,0.007
2015_China_Crash,30,5,13,ARIMA,0.5098,0.0072
2015_China_Crash,30,5,14,Ensemble,0.4902,0.0088
2015_China_Crash,30,5,15,SNN,0.3652,0.0086
2015_China_Crash,30,5,16,PatchTST,-8.1591,0.0398
2015_China_Crash,30,10,1,Bi-GRU,0.7719,0.0315
2015_China_Crash,30,10,2,Mamba,0.7412,0.0336
2015_China_Crash,30,10,3,ARIMA,0.7403,0.0369
2015_China_Crash,30,10,4,Bi-RNN,0.7247,0.0354
2015_China_Crash,30,10,5,Ensemble,0.7191,0.0362
2015_China_Crash,30,10,6,Bi-LSTM,0.7092,0.0372
2015_China_Crash,30,10,7,SNN,0.6335,0.0427
2015_China_Crash,30,10,8,PatchTST,0.5286,0.0501
2015_China_Crash,30,10,9,Bi-RNN,0.4135,0.0086
2015_China_Crash,30,10,10,Bi-GRU,0.2899,0.0091
2015_China_Crash,30,10,11,ARIMA,0.1921,0.0098
2015_China_Crash,30,10,12,Ensemble,0.142,0.0101
2015_China_Crash,30,10,13,Bi-LSTM,0.0711,0.0107
2015_China_Crash,30,10,14,Mamba,-0.0316,0.0114
2015_China_Crash,30,10,15,SNN,-0.0942,0.0116
2015_China_Crash,30,10,16,PatchTST,-0.2522,0.0126
2015_China_Crash,60,1,1,Mamba,0.9782,0.011
2015_China_Crash,60,1,2,Bi-GRU,0.9775,0.0109
2015_China_Crash,60,1,3,Bi-LSTM,0.9771,0.0112
2015_China_Crash,60,1,4,ARIMA,0.9769,0.0111
2015_China_Crash,60,1,5,Bi-RNN,0.9757,0.0112
2015_China_Crash,60,1,6,Ensemble,0.9562,0.0151
2015_China_Crash,60,1,7,ARIMA,0.9136,0.0032
2015_China_Crash,60,1,8,Mamba,0.8973,0.0036
2015_China_Crash,60,1,9,Bi-GRU,0.8784,0.0037
2015_China_Crash,60,1,10,PatchTST,0.8442,0.0298
2015_China_Crash,60,1,11,Bi-RNN,0.8279,0.0048
2015_China_Crash,60,1,12,Ensemble,0.7916,0.0053
2015_China_Crash,60,1,13,Bi-LSTM,0.7732,0.0051
2015_China_Crash,60,1,14,SNN,0.7099,0.0436
2015_China_Crash,60,1,15,SNN,0.5929,0.0073
2015_China_Crash,60,1,16,PatchTST,-0.0637,0.0129
2015_China_Crash,60,5,1,Bi-RNN,0.8932,0.0235
2015_China_Crash,60,5,2,ARIMA,0.8903,0.0246
2015_China_Crash,60,5,3,Bi-LSTM,0.8888,0.0236
2015_China_Crash,60,5,4,Bi-GRU,0.8841,0.0242
2015_China_Crash,60,5,5,Mamba,0.8804,0.0243
2015_China_Crash,60,5,6,Ensemble,0.8571,0.0263
2015_China_Crash,60,5,7,PatchTST,0.6321,0.0448
2015_China_Crash,60,5,8,Bi-GRU,0.6092,0.0068
2015_China_Crash,60,5,9,SNN,0.5896,0.0485
2015_China_Crash,60,5,10,ARIMA,0.5808,0.0069
2015_China_Crash,60,5,11,Mamba,0.5692,0.0071
2015_China_Crash,60,5,12,Bi-LSTM,0.5446,0.0072
2015_China_Crash,60,5,13,Bi-RNN,0.5396,0.0071
2015_China_Crash,60,5,14,Ensemble,0.4561,0.008
2015_China_Crash,60,5,15,SNN,0.1325,0.0116
2015_China_Crash,60,5,16,PatchTST,-3.3535,0.0242
2015_China_Crash,60,10,1,ARIMA,0.7751,0.0341
2015_China_Crash,60,10,2,Bi-LSTM,0.7483,0.0327
2015_China_Crash,60,10,3,Bi-RNN,0.7212,0.036
2015_China_Crash,60,10,4,Bi-GRU,0.7093,0.0367
2015_China_Crash,60,10,5,Mamba,0.7001,0.0382
2015_China_Crash,60,10,6,Ensemble,0.6963,0.037
2015_China_Crash,60,10,7,SNN,0.5152,0.0514
2015_China_Crash,60,10,8,Bi-RNN,0.3993,0.0088
2015_China_Crash,60,10,9,PatchTST,0.3776,0.0585
2015_China_Crash,60,10,10,ARIMA,0.2913,0.0094
2015_China_Crash,60,10,11,Bi-GRU,0.2492,0.0095
2015_China_Crash,60,10,12,Ensemble,0.2184,0.0098
2015_China_Crash,60,10,13,Bi-LSTM,0.2147,0.0096
2015_China_Crash,60,10,14,Mamba,0.0581,0.011
2015_China_Crash,60,10,15,SNN,-0.0123,0.0115
2015_China_Crash,60,10,16,PatchTST,-0.368,0.0136
2015_China_Crash,90,1,1,Bi-LSTM,0.979,0.0106
2015_China_Crash,90,1,2,Bi-GRU,0.9783,0.0107
2015_China_Crash,90,1,3,ARIMA,0.9775,0.0109
2015_China_Crash,90,1,4,Mamba,0.9767,0.0114
2015_China_Crash,90,1,5,Bi-RNN,0.9759,0.0115
2015_China_Crash,90,1,6,Ensemble,0.9536,0.0159
2015_China_Crash,90,1,7,ARIMA,0.9136,0.0033
2015_China_Crash,90,1,8,Mamba,0.9033,0.0035
2015_China_Crash,90,1,9,Bi-GRU,0.8696,0.0038
2015_China_Crash,90,1,10,Bi-LSTM,0.8424,0.0044
2015_China_Crash,90,1,11,PatchTST,0.8136,0.0327
2015_China_Crash,90,1,12,Bi-RNN,0.813,0.0055
2015_China_Crash,90,1,13,Ensemble,0.7868,0.005
2015_China_Crash,90,1,14,SNN,0.6086,0.0521
2015_China_Crash,90,1,15,PatchTST,0.3962,0.0086
2015_China_Crash,90,1,16,SNN,0.0992,0.0115
2015_China_Crash,90,5,1,Bi-GRU,0.8878,0.0237
2015_China_Crash,90,5,2,Bi-LSTM,0.8853,0.024
2015_China_Crash,90,5,3,ARIMA,0.8853,0.0248
2015_China_Crash,90,5,4,Mamba,0.8823,0.0242
2015_China_Crash,90,5,5,Bi-RNN,0.8782,0.0248
2015_China_Crash,90,5,6,Ensemble,0.8374,0.0279
2015_China_Crash,90,5,7,ARIMA,0.6037,0.0067
2015_China_Crash,90,5,8,Bi-GRU,0.5777,0.0069
2015_China_Crash,90,5,9,Mamba,0.5563,0.0071
2015_China_Crash,90,5,10,Bi-LSTM,0.5467,0.0071
2015_China_Crash,90,5,11,SNN,0.498,0.0567
2015_China_Crash,90,5,12,Ensemble,0.4201,0.0085
2015_China_Crash,90,5,13,PatchTST,0.3869,0.0595
2015_China_Crash,90,5,14,Bi-RNN,0.185,0.0104
2015_China_Crash,90,5,15,SNN,0.1048,0.0116
2015_China_Crash,90,5,16,PatchTST,-0.9339,0.0177
2015_China_Crash,90,10,1,ARIMA,0.7595,0.035
2015_China_Crash,90,10,2,Bi-LSTM,0.7203,0.0362
2015_China_Crash,90,10,3,Bi-RNN,0.7146,0.0368
2015_China_Crash,90,10,4,Bi-GRU,0.7133,0.0368
2015_China_Crash,90,10,5,Mamba,0.6936,0.0382
2015_China_Crash,90,10,6,Ensemble,0.6906,0.0374
2015_China_Crash,90,10,7,SNN,0.4044,0.0588
2015_China_Crash,90,10,8,Bi-RNN,0.3917,0.0086
2015_China_Crash,90,10,9,PatchTST,0.3823,0.0566
2015_China_Crash,90,10,10,Ensemble,0.3593,0.009
2015_China_Crash,90,10,11,ARIMA,0.3274,0.0092
2015_China_Crash,90,10,12,Bi-LSTM,0.2664,0.0094
2015_China_Crash,90,10,13,Mamba,0.2215,0.01
2015_China_Crash,90,10,14,Bi-GRU,0.1995,0.0099
2015_China_Crash,90,10,15,SNN,-0.2905,0.013
2015_China_Crash,90,10,16,PatchTST,-0.6847,0.016
2015_China_Crash,120,1,1,Bi-LSTM,0.979,0.0106
